Student_ID,Name,Program,Year,Email
S7991,David Edwards,Data Science,1st,hmartin@example.org
S7992,Lawrence Campbell,Engineering,1st,vholmes@example.com
S7993,Wendy Shaw,Data Science,3rd,nicole11@example.org
S7994,Megan Avila,Engineering,3rd,robertyang@example.com
S7995,Travis Stewart,Business Analytics,2nd,emartin@example.org
S7996,Jennifer Fields DDS,Data Science,3rd,qdelgado@example.com
S7997,Lindsay Ball,Data Science,3rd,smithstephanie@example.net
S7998,Melissa Flores,Computer Science,2nd,rlee@example.net
S7999,Cynthia Clements,Engineering,2nd,fkeller@example.net
S8000,Zachary Malone,Data Science,3rd,terri98@example.org
S8001,Tyler Bowen,Business Analytics,1st,rebeccajackson@example.com
S8002,Dawn Carlson,Computer Science,2nd,eric29@example.org
S8003,Kenneth Harris,Business Analytics,1st,katherine34@example.net
S8004,Amy Malone,Business Analytics,2nd,carolgriffin@example.org
S8005,Heather Huerta,Computer Science,1st,gloria88@example.org
S8006,Joshua Price,Business Analytics,2nd,brianrogers@example.net
S8007,Steven Johnson,Engineering,2nd,ehoover@example.org
S8008,Eugene Rivera,Business Analytics,3rd,travisdelgado@example.org
S8009,Lori Mclaughlin,Data Science,4th,melissahumphrey@example.com
S8010,Charles Conway,Engineering,1st,apatterson@example.com
S8011,Colleen Cervantes,Data Science,1st,hbriggs@example.org
S8012,Ronald Wright,Business Analytics,2nd,tarasnyder@example.com
S8013,Katherine Lynch,Business Analytics,4th,ymassey@example.net
S8014,Amy Brown,Business Analytics,4th,ldrake@example.net
S8015,Jeffrey Callahan,Data Science,1st,mserrano@example.net
S8016,Terry Gordon,Engineering,1st,lstewart@example.com
S8017,Jasmine Clark,Computer Science,1st,kayla64@example.org
S8018,Tracey Callahan,Business Analytics,1st,michael23@example.com
S8019,Lisa Hood,Computer Science,1st,medinarobert@example.org
S8020,Kenneth Gregory,Engineering,4th,ztran@example.org
S8021,Brittney Jordan,Data Science,2nd,sandra80@example.com
S8022,Krystal Roth,Data Science,1st,kingjacqueline@example.com
S8023,Brian White,Data Science,1st,david87@example.net
S8024,Michelle Jones,Data Science,3rd,djohnson@example.org
S8025,Russell Lynn,Data Science,4th,eugenethomas@example.org
S8026,Debra Arnold,Computer Science,2nd,erikmanning@example.com
S8027,Dennis Martinez,Engineering,2nd,gutierrezdeborah@example.com
S8028,Mrs. Amy Pham,Data Science,2nd,terri02@example.com
S8029,Christopher Duran,Business Analytics,3rd,garciaeric@example.org
S8030,Mary Sanders,Data Science,3rd,gmcdonald@example.com
S8031,William Ross,Data Science,2nd,theodore67@example.org
S8032,Autumn Torres,Computer Science,1st,iclark@example.net
S8033,Terrance Sparks,Business Analytics,2nd,eric82@example.org
S8034,Mr. Scott Forbes,Computer Science,3rd,susan86@example.org
S8035,Jenna White,Business Analytics,4th,lewiscynthia@example.net
S8036,Stacy Rivas,Engineering,4th,zcarter@example.net
S8037,Elizabeth Rodriguez,Engineering,3rd,corey39@example.org
S8038,David Williams,Computer Science,4th,jarvisaaron@example.com
S8039,Anthony Gomez,Data Science,4th,ybrady@example.net
S8040,Dr. Tina Crawford,Engineering,3rd,egordon@example.com
S8041,Jessica Terry,Computer Science,2nd,simpsonjames@example.org
S8042,Deborah Thompson,Business Analytics,2nd,zachary36@example.com
S8043,Sean Clayton,Engineering,2nd,abigailbarry@example.com
S8044,Kirsten Turner,Data Science,2nd,coxsamuel@example.com
S8045,Matthew Boyer,Engineering,3rd,restrada@example.com
S8046,Raymond Duncan,Data Science,3rd,sduncan@example.net
S8047,Richard Anderson,Business Analytics,1st,cmccall@example.com
S8048,Denise Webster,Business Analytics,1st,johnburns@example.com
S8049,Peter Richards,Data Science,3rd,danielhensley@example.org
S8050,Alyssa Hill,Computer Science,4th,meyersmichael@example.net
S8051,Becky Copeland,Data Science,2nd,jeremyallen@example.com
S8052,Clayton Jackson,Computer Science,4th,kim95@example.net
S8053,Edward Edwards,Business Analytics,1st,shelbyhayes@example.com
S8054,Russell Carpenter,Computer Science,2nd,icooper@example.org
S8055,David Hunter,Computer Science,2nd,bergalicia@example.com
S8056,Tiffany Hernandez,Business Analytics,3rd,pughrachel@example.org
S8057,Michael Freeman,Business Analytics,1st,ellisrachel@example.net
S8058,Jeffrey Johnson,Engineering,4th,john89@example.com
S8059,Patricia Dean,Computer Science,1st,tanya11@example.org
S8060,Melissa Castro,Computer Science,1st,nancy70@example.com
S8061,Edward Johnson,Computer Science,4th,fmills@example.com
S8062,Michael Jones,Data Science,3rd,emolina@example.org
S8063,Phillip Roberts,Data Science,2nd,rachelgrimes@example.net
S8064,Cynthia Williams,Computer Science,4th,kyle66@example.com
S8065,Casey Clark,Data Science,1st,briggsrobin@example.org
S8066,Mitchell Avery,Computer Science,1st,elizabeth54@example.org
S8067,Robert Snow,Business Analytics,1st,fhunter@example.com
S8068,Nathan Ray,Computer Science,3rd,everettbrenda@example.org
S8069,Angela Wells,Computer Science,2nd,stephanie42@example.com
S8070,Hannah Thomas MD,Data Science,4th,daniel59@example.com
S8071,Eric Brown,Data Science,4th,carrollchristopher@example.org
S8072,Amber Miller,Computer Science,3rd,nramirez@example.org
S8073,Joshua Young,Business Analytics,4th,cohenjasmine@example.com
S8074,Audrey Townsend,Business Analytics,3rd,alexanderchris@example.com
S8075,Phillip Small,Business Analytics,2nd,rsmith@example.com
S8076,Christopher Simpson,Engineering,3rd,wrightallison@example.net
S8077,William Patel,Computer Science,4th,carlos17@example.net
S8078,Mary Soto,Business Analytics,2nd,moodymark@example.org
S8079,Alec Lewis,Engineering,3rd,malikphillips@example.net
S8080,Margaret Roberts,Data Science,1st,wisechristopher@example.com
S8081,Thomas Copeland,Business Analytics,2nd,fgross@example.com
S8082,Kellie Adams,Engineering,2nd,joseph19@example.net
S8083,Holly Wade,Engineering,3rd,burnsamanda@example.com
S8084,Stephanie Rasmussen,Data Science,3rd,xhowell@example.net
S8085,Adam Garcia,Data Science,4th,foleyscott@example.com
S8086,Rodney Herrera,Business Analytics,4th,qyoung@example.net
S8087,Brenda Galvan,Data Science,3rd,zmartinez@example.org
S8088,Isabel Miles,Data Science,1st,qholmes@example.org
S8089,Barbara Fisher,Business Analytics,1st,ywilliams@example.net
S8090,Dawn Taylor,Business Analytics,4th,stephen38@example.net
S8091,Brian Martin,Data Science,3rd,christopher19@example.net
S8092,Jamie Smith,Engineering,1st,xwalker@example.com
S8093,Gary Morgan,Computer Science,3rd,jeremy73@example.net
S8094,Donald Barnett,Data Science,3rd,holtdebra@example.org
S8095,Paul Romero,Computer Science,4th,kristinathomas@example.com
S8096,Anthony Harris,Business Analytics,3rd,xterry@example.org
S8097,Ashley Rodriguez,Engineering,1st,iroberson@example.org
S8098,Dawn Cantrell,Data Science,2nd,scottmorales@example.org
S8099,Jennifer Taylor,Data Science,2nd,mary30@example.com
S8100,Joseph Matthews,Data Science,3rd,christinewilson@example.org
S8101,Joshua Ray,Data Science,3rd,mayotammy@example.com
S8102,Angel Jackson,Data Science,1st,caitlin35@example.net
S8103,Michele Smith,Engineering,1st,cheryl82@example.org
S8104,Amy Woods,Data Science,2nd,whitneymanning@example.org
S8105,Anna Grant,Engineering,1st,ocasey@example.org
S8106,Lisa Jones,Computer Science,2nd,vfox@example.com
S8107,Dennis Townsend,Business Analytics,1st,khale@example.net
S8108,Gregory Knight DDS,Business Analytics,4th,taylorguy@example.net
S8109,Jeff Baker,Computer Science,3rd,hartmarissa@example.org
S8110,Elizabeth Richards,Business Analytics,2nd,melissathomas@example.net
S8111,Kristen Potter,Computer Science,3rd,ilewis@example.org
S8112,Kenneth Cabrera,Data Science,4th,sleach@example.net
S8113,Rachel Smith,Business Analytics,3rd,wjackson@example.org
S8114,Richard Clark,Business Analytics,1st,mirandacrawford@example.net
S8115,Jeffery King,Engineering,2nd,patriciarose@example.com
S8116,Nicholas Hampton,Computer Science,2nd,ashleylogan@example.org
S8117,Amber Hicks,Business Analytics,1st,whitekrystal@example.org
S8118,Andrew Tate,Computer Science,4th,victor93@example.org
S8119,Matthew Gomez,Engineering,2nd,lindseyfoley@example.com
S8120,Zachary Garcia,Engineering,3rd,clarkwilliam@example.net
S8121,Brandon Wilson,Data Science,2nd,melissasavage@example.net
S8122,Brian Contreras,Computer Science,3rd,stuart03@example.net
S8123,Melanie Duncan,Business Analytics,1st,michael71@example.net
S8124,William Cardenas,Business Analytics,1st,timothy07@example.net
S8125,Lisa Ibarra,Data Science,1st,jrobles@example.com
S8126,Monica Stafford,Business Analytics,4th,riveraemily@example.org
S8127,Randy Williams,Business Analytics,1st,oallen@example.net
S8128,Alexander Parker,Computer Science,4th,qbowen@example.net
S8129,Michelle Jenkins,Computer Science,1st,mark54@example.net
S8130,Anthony Paul,Engineering,4th,amanda79@example.net
S8131,Dalton Chavez Jr.,Computer Science,2nd,brandonwilson@example.com
S8132,Sarah Johnson,Computer Science,4th,johnjohnson@example.org
S8133,Holly French,Data Science,2nd,nwilliams@example.com
S8134,Denise Gross,Data Science,4th,joycemitchell@example.com
S8135,Zachary Edwards,Business Analytics,4th,justin37@example.org
S8136,Frances Blackburn,Computer Science,3rd,zgolden@example.com
S8137,John Rodriguez,Computer Science,4th,grosscameron@example.org
S8138,Dawn Dyer,Engineering,1st,johngarcia@example.org
S8139,Jeffrey Burch,Computer Science,3rd,kgilmore@example.com
S8140,Alicia Palmer,Engineering,1st,oanderson@example.net
S8141,Wesley Goodman,Computer Science,3rd,nbrown@example.net
S8142,Tammy Mcclain,Data Science,2nd,campbelleric@example.net
S8143,Cindy Carr,Business Analytics,3rd,sheilajones@example.net
S8144,Anna Watson,Business Analytics,4th,ericdavis@example.net
S8145,Derrick Gallagher PhD,Data Science,4th,raymondpatterson@example.com
S8146,Benjamin Brown,Computer Science,1st,karendodson@example.com
S8147,Karen Wilson,Business Analytics,4th,rarellano@example.net
S8148,Christopher Miller,Engineering,2nd,tfoley@example.org
S8149,Dr. Jocelyn Stephenson MD,Data Science,4th,michealmedina@example.net
S8150,Tina Young,Computer Science,1st,brandonrobertson@example.net
S8151,Kathleen Watkins,Business Analytics,4th,ericatorres@example.net
S8152,Chris Jackson,Computer Science,3rd,charleswoodward@example.org
S8153,Robert Charles,Engineering,2nd,elizabethvelez@example.com
S8154,Alexis Walsh,Engineering,2nd,gainesmatthew@example.org
S8155,Alfred Quinn,Data Science,2nd,shawn64@example.com
S8156,Kevin Crawford,Business Analytics,2nd,fisherbrandy@example.net
S8157,Travis Roberson,Business Analytics,3rd,terryangela@example.com
S8158,Jesse Clark,Business Analytics,2nd,jacquelinelopez@example.net
S8159,Lauren Cox,Data Science,4th,tjackson@example.net
S8160,Sandra Ferguson MD,Business Analytics,1st,tinahowell@example.com
S8161,Mr. Jeremiah Anderson,Business Analytics,1st,mcknightmartin@example.com
S8162,Ronnie Gonzalez,Business Analytics,4th,jessicaharris@example.net
S8163,Ashlee Howard,Engineering,1st,john16@example.com
S8164,Mary Sullivan,Computer Science,3rd,andrewpatrick@example.com
S8165,Emma Brown,Computer Science,3rd,oflores@example.org
S8166,Samuel Adams,Computer Science,4th,nicole65@example.org
S8167,Kristi Garza,Engineering,1st,adkinsricardo@example.org
S8168,Erin Braun,Business Analytics,3rd,wroy@example.net
S8169,Victoria Morgan,Business Analytics,3rd,tina44@example.net
S8170,Elizabeth Mullins,Business Analytics,1st,ericmiller@example.net
S8171,Kristen Campbell,Computer Science,3rd,stephenwolf@example.com
S8172,Aaron Walker,Engineering,4th,savannah91@example.org
S8173,Kimberly Kline,Engineering,4th,vsmith@example.org
S8174,Michele Benson,Computer Science,1st,michellewalker@example.org
S8175,Lauren Jackson,Business Analytics,4th,andresgarcia@example.com
S8176,Michael Carter,Data Science,2nd,mmiller@example.org
S8177,Ryan Landry,Engineering,3rd,lmiller@example.com
S8178,Christopher Ellis,Business Analytics,4th,ctodd@example.org
S8179,Donna Walker,Business Analytics,3rd,alisonlewis@example.net
S8180,Joshua Hoover,Computer Science,2nd,nparker@example.net
S8181,David Navarro,Business Analytics,1st,katherinesmith@example.net
S8182,Curtis Fernandez,Computer Science,1st,gregory39@example.com
S8183,Melissa Underwood,Business Analytics,1st,patelrichard@example.org
S8184,Cindy Stewart,Engineering,2nd,jacoblopez@example.net
S8185,Cynthia Smith,Data Science,2nd,anthonylee@example.org
S8186,Tammy Morrison,Computer Science,1st,heather95@example.net
S8187,Brent Curtis,Data Science,2nd,laurenjames@example.net
S8188,Mrs. Carla Guzman,Data Science,2nd,shannon49@example.org
S8189,Erika Webb,Computer Science,4th,ericdiaz@example.com
S8190,James Terry,Engineering,3rd,matthewadams@example.org
S8191,Cole Romero,Engineering,1st,mary24@example.com
S8192,Hannah Romero,Data Science,2nd,gpage@example.com
S8193,Peter Miller Jr.,Data Science,1st,iclark@example.com
S8194,Benjamin Matthews,Computer Science,3rd,murrayalexis@example.com
S8195,Whitney Butler,Computer Science,2nd,matthewgallagher@example.org
S8196,Anna Greene,Computer Science,2nd,hhorton@example.org
S8197,Sarah Brooks,Engineering,2nd,ronald13@example.org
S8198,Samuel Bright,Engineering,3rd,rodgersjohn@example.com
S8199,Jeffrey Merritt,Data Science,3rd,sross@example.net
S8200,Larry Ross,Computer Science,2nd,richardmiller@example.com
S8201,Paul Phillips,Data Science,4th,mitchellterri@example.net
S8202,David Warner,Data Science,2nd,dennis47@example.org
S8203,Bryan Morris,Business Analytics,4th,lukedougherty@example.org
S8204,Carlos Padilla,Business Analytics,2nd,roger34@example.org
S8205,Beth Meyers,Engineering,1st,curtis19@example.com
S8206,Susan Davis,Engineering,1st,davidkelly@example.net
S8207,Courtney Ward,Computer Science,4th,austinheather@example.org
S8208,Diana Harrison,Computer Science,3rd,wchang@example.com
S8209,Heather Newton,Data Science,4th,jenniferlopez@example.net
S8210,Kevin Sanchez,Computer Science,4th,millerleah@example.org
S8211,Brooke Smith,Computer Science,1st,kholloway@example.net
S8212,William Parker,Data Science,2nd,amanda99@example.net
S8213,Shawn Scott,Engineering,3rd,davisdavid@example.com
S8214,Jennifer Benitez,Computer Science,3rd,zcurtis@example.net
S8215,Mr. Brian Murray DVM,Data Science,4th,hartbrenda@example.com
S8216,Jennifer Thompson,Data Science,3rd,christophercook@example.org
S8217,Donald Collins,Engineering,3rd,mooretammy@example.com
S8218,Anna Chapman,Data Science,2nd,brianmoran@example.com
S8219,Barbara Jackson,Business Analytics,1st,russelldonna@example.org
S8220,Jessica Miller,Data Science,4th,millerzachary@example.org
S8221,Danielle Brown,Computer Science,3rd,roy78@example.com
S8222,Scott Oliver,Business Analytics,3rd,knguyen@example.net
S8223,Rebecca Castillo,Data Science,4th,graymark@example.net
S8224,Herbert Martin,Data Science,2nd,daniellechavez@example.org
S8225,Jeremy Henry,Engineering,1st,meyermary@example.com
S8226,Cynthia Brown,Business Analytics,3rd,sharpdavid@example.net
S8227,Valerie White,Business Analytics,1st,alexander42@example.com
S8228,Jason Hall,Computer Science,3rd,davidchavez@example.org
S8229,Mark Moody,Data Science,2nd,ncoleman@example.net
S8230,Brenda Nelson,Computer Science,1st,torreskristina@example.org
S8231,Thomas Hogan,Business Analytics,1st,richardskevin@example.com
S8232,Mark Edwards,Business Analytics,2nd,jon29@example.net
S8233,Madison Garrett,Data Science,2nd,cheryljackson@example.org
S8234,Eric Jackson,Data Science,2nd,mccoymark@example.net
S8235,Alan Galloway,Computer Science,2nd,dennis60@example.org
S8236,Ashlee White,Engineering,1st,jmatthews@example.org
S8237,Patrick Prince,Data Science,3rd,loverobert@example.org
S8238,Eric Randolph,Computer Science,3rd,josephcruz@example.com
S8239,Lisa Fuller,Computer Science,2nd,igreen@example.org
S8240,Kevin Mills,Data Science,4th,stacey62@example.net
S8241,Jason Galloway,Business Analytics,2nd,patelricardo@example.com
S8242,Tiffany Smith,Data Science,2nd,qstevens@example.org
S8243,Christopher Koch,Engineering,1st,choward@example.net
S8244,Kaitlyn Mendoza,Data Science,2nd,jasmine16@example.com
S8245,Matthew Howard,Engineering,3rd,pjones@example.org
S8246,Becky Taylor,Engineering,2nd,millerandrea@example.org
S8247,Angela Martinez,Business Analytics,2nd,dunncrystal@example.net
S8248,Kim Baker,Data Science,4th,melissa16@example.com
S8249,Justin Foster,Engineering,3rd,christinekelley@example.net
S8250,Linda Leonard,Business Analytics,2nd,egonzales@example.net
S8251,Nicole Jackson,Business Analytics,1st,duffyjoseph@example.com
S8252,Christian Crawford,Business Analytics,1st,pattersonchristopher@example.net
S8253,Gary Armstrong,Engineering,2nd,nelsonlindsay@example.org
S8254,Elizabeth Peterson,Engineering,1st,deckerpeter@example.org
S8255,Christian Harris,Engineering,3rd,irobinson@example.net
S8256,Erika Collins,Engineering,3rd,angelica02@example.com
S8257,Jennifer Powell,Computer Science,4th,stevensmith@example.net
S8258,Holly Graves,Business Analytics,2nd,bsmith@example.com
S8259,Cassandra Yu,Data Science,4th,richardsonbrandon@example.com
S8260,Harold Vasquez,Data Science,2nd,brooke87@example.net
S8261,Courtney Gill,Engineering,4th,natalie64@example.net
S8262,David Frederick,Engineering,3rd,connie70@example.com
S8263,Vicki Johnson,Engineering,3rd,lauren69@example.net
S8264,Denise Stout,Data Science,1st,powellcristian@example.com
S8265,Richard Johnson,Business Analytics,2nd,zmaddox@example.com
S8266,Kristie Oneal,Data Science,2nd,bruce17@example.org
S8267,Daniel Arellano,Data Science,4th,ymccall@example.org
S8268,Brittney Cameron,Engineering,4th,ybond@example.com
S8269,Tara Parker,Business Analytics,1st,jeffrey34@example.net
S8270,Terri Brown,Business Analytics,2nd,williamscharles@example.org
S8271,Savannah Jones,Business Analytics,2nd,herrerarebecca@example.com
S8272,Cheryl Conner,Business Analytics,4th,derrick81@example.org
S8273,Benjamin Blackwell,Computer Science,4th,howelljennifer@example.net
S8274,Regina Jenkins,Data Science,3rd,marie52@example.net
S8275,Terry Campos,Engineering,1st,dillonyork@example.com
S8276,Jennifer Reed,Computer Science,3rd,tara85@example.com
S8277,Pamela Yoder,Business Analytics,1st,mortega@example.net
S8278,Jordan Turner,Business Analytics,4th,cperez@example.com
S8279,James Johnston,Computer Science,1st,john59@example.org
S8280,Jason Washington,Data Science,2nd,hartjohn@example.net
S8281,Rickey Bean,Computer Science,3rd,victorlucas@example.org
S8282,Cynthia Clay,Computer Science,3rd,louisharris@example.com
S8283,Erin Bentley,Engineering,4th,brian53@example.net
S8284,Margaret Dodson,Engineering,3rd,wallacenicholas@example.com
S8285,Steven Robinson,Business Analytics,1st,davisjoseph@example.net
S8286,Joshua Porter,Computer Science,3rd,danasalazar@example.net
S8287,Rachel Herrera,Business Analytics,2nd,jill32@example.net
S8288,Michele Miller,Data Science,2nd,carlosmiller@example.org
S8289,Benjamin Horn Jr.,Computer Science,4th,jenkinswayne@example.org
S8290,Jeanne Sandoval,Engineering,2nd,christina43@example.org
S8291,Nicholas Paul,Business Analytics,2nd,hfernandez@example.org
S8292,Kayla Houston,Data Science,4th,jessica37@example.com
S8293,Dakota Beard,Business Analytics,3rd,traci78@example.com
S8294,Michelle Melendez DDS,Business Analytics,2nd,franklinjessica@example.net
S8295,Michael Hood,Engineering,2nd,davidlynch@example.org
S8296,Kathleen Ramirez,Data Science,4th,edward24@example.net
S8297,Kayla Burns,Computer Science,2nd,john10@example.net
S8298,Larry Bird,Computer Science,3rd,madeline25@example.net
S8299,Curtis Scott,Computer Science,2nd,djones@example.org
S8300,David Miller,Engineering,2nd,leahaguirre@example.net
S8301,Mrs. Jessica Wiley,Business Analytics,1st,qellis@example.net
S8302,Stephanie Robinson,Engineering,2nd,jorgeedwards@example.net
S8303,Joseph Stevens,Engineering,1st,joneskathryn@example.org
S8304,Paul West,Engineering,1st,diana13@example.org
S8305,Dr. Kelly Watson III,Data Science,1st,aliceholmes@example.com
S8306,Brandi Garcia,Engineering,4th,ynguyen@example.org
S8307,Joseph Alvarado,Data Science,1st,vegameghan@example.com
S8308,Angela Dickson,Data Science,4th,skinnersamantha@example.com
S8309,Danielle Nguyen,Business Analytics,2nd,ccastillo@example.net
S8310,Gregory Wright,Engineering,2nd,cjohnson@example.net
S8311,Tamara West,Computer Science,1st,atkinseric@example.com
S8312,Diana Miller,Data Science,3rd,jaredwolf@example.com
S8313,Stephanie Santiago,Business Analytics,1st,bradymurphy@example.org
S8314,Michael Montoya,Engineering,3rd,harrisongina@example.net
S8315,Kimberly Mcgrath,Data Science,2nd,lauren80@example.com
S8316,Stephen Valdez,Business Analytics,2nd,patty15@example.net
S8317,Juan Swanson,Computer Science,4th,jacksonrobert@example.net
S8318,Christine Mathews,Business Analytics,4th,raydouglas@example.org
S8319,Jessica Hughes,Engineering,2nd,samantha81@example.com
S8320,David Thompson,Business Analytics,4th,joshuavasquez@example.org
S8321,Kelsey Knight,Data Science,2nd,jerry43@example.net
S8322,Brian Bishop,Computer Science,3rd,cynthia48@example.com
S8323,Kayla Dudley,Business Analytics,1st,fwood@example.org
S8324,Christopher Walker,Data Science,1st,jasongallagher@example.org
S8325,Sherri Oliver,Data Science,2nd,linda02@example.net
S8326,Justin Cabrera,Business Analytics,1st,raymond21@example.net
S8327,Aaron Scott,Business Analytics,2nd,kennethmartinez@example.org
S8328,Stephanie Wallace,Engineering,4th,james50@example.com
S8329,Andrew Hays,Business Analytics,3rd,davidreed@example.org
S8330,Shirley Mendez,Engineering,1st,benjamincasey@example.org
S8331,Christy Everett,Engineering,1st,amanda36@example.com
S8332,Bryce Pruitt,Business Analytics,2nd,martinstone@example.org
S8333,Julie Holloway DDS,Business Analytics,3rd,williamsallen@example.org
S8334,Anthony Allen,Data Science,4th,tramsey@example.org
S8335,Jamie Gomez,Engineering,3rd,john31@example.com
S8336,Michelle Adams,Engineering,1st,kmcgrath@example.net
S8337,Laura White,Engineering,1st,ruthgonzalez@example.net
S8338,Sharon King,Engineering,1st,browningronnie@example.org
S8339,Gregory Turner DDS,Engineering,2nd,maureenjohnson@example.org
S8340,Hannah Fletcher,Data Science,2nd,traciedwards@example.net
S8341,Lisa Montgomery,Business Analytics,2nd,pamela34@example.com
S8342,Tyler Mack,Computer Science,1st,kimberlyalexander@example.org
S8343,Stephanie Long,Business Analytics,4th,cruzsharon@example.net
S8344,Cynthia Estrada,Business Analytics,2nd,tyleramy@example.org
S8345,Kimberly Moore,Data Science,4th,ktran@example.org
S8346,Amanda Baker,Computer Science,4th,jkaufman@example.org
S8347,Cynthia Miller,Business Analytics,1st,kristophervasquez@example.org
S8348,Jim Parker,Data Science,3rd,franklincameron@example.org
S8349,Dr. Alexandra Lee,Engineering,1st,jasonwilson@example.net
S8350,Matthew Lawrence,Data Science,1st,kathleenmitchell@example.com
S8351,Nicholas Turner,Engineering,4th,johnsonrodney@example.net
S8352,Anna Johnson,Engineering,4th,louis40@example.org
S8353,Dana Baker,Computer Science,4th,schaefereric@example.org
S8354,Natalie Cox,Computer Science,2nd,lunatyler@example.net
S8355,Anthony Mcdowell,Data Science,4th,wilsonterri@example.com
S8356,Brandon Cain,Engineering,4th,amberrobinson@example.net
S8357,Carolyn Woodward,Computer Science,2nd,chavezdenise@example.net
S8358,Laurie Olson,Engineering,1st,gbond@example.net
S8359,Michael Wagner,Computer Science,3rd,parkerdavid@example.org
S8360,Cynthia Stokes,Business Analytics,2nd,kennethbarton@example.com
S8361,Anthony Holland,Computer Science,2nd,elizabeth27@example.org
S8362,John Stokes,Data Science,3rd,brucesally@example.com
S8363,Joseph Porter,Data Science,1st,curtis59@example.org
S8364,Kevin Cohen,Computer Science,1st,janet19@example.net
S8365,Joshua Taylor,Engineering,3rd,cassie59@example.org
S8366,Jessica Woodward,Engineering,4th,corybecker@example.net
S8367,Raymond Lloyd,Computer Science,4th,matthewtran@example.net
S8368,Michelle Myers,Engineering,2nd,jason78@example.org
S8369,Terri Mckee,Data Science,2nd,rodriguezmichael@example.net
S8370,Deborah Price,Data Science,2nd,elizabeth38@example.org
S8371,Anita Wilson,Engineering,2nd,kennethjones@example.com
S8372,Richard Gillespie,Computer Science,1st,wilsonandrew@example.com
S8373,Cristian Mccarthy,Engineering,3rd,david38@example.com
S8374,Ivan Gonzalez,Business Analytics,3rd,gbrady@example.org
S8375,Lisa Gallegos,Data Science,2nd,fosborne@example.org
S8376,Matthew Robinson,Computer Science,1st,trujillotamara@example.org
S8377,Traci Hancock,Data Science,4th,ischmidt@example.net
S8378,Karen Webb,Engineering,2nd,nichole32@example.org
S8379,Andrea Green,Data Science,1st,vbrown@example.org
S8380,Lindsay Williams,Engineering,1st,george12@example.com
S8381,Joshua Rodriguez,Engineering,2nd,kevin49@example.com
S8382,Dana Moreno,Business Analytics,1st,daniel05@example.net
S8383,Brent Donovan,Data Science,4th,suzanne52@example.com
S8384,Kimberly Flores,Computer Science,4th,andre70@example.com
S8385,Chad Jordan,Engineering,1st,martinezronnie@example.com
S8386,Nicolas Cooper,Engineering,2nd,jonathanmoses@example.net
S8387,Evan Pittman,Computer Science,2nd,sharonzuniga@example.org
S8388,Joseph Scott,Business Analytics,4th,lopezchristopher@example.net
S8389,Anna Johnson,Business Analytics,1st,hooperjessica@example.net
S8390,Lauren Washington,Data Science,4th,matthewwalker@example.com
S8391,Carla Davidson,Data Science,3rd,dschmidt@example.org
S8392,Deborah Fischer,Computer Science,4th,haleanthony@example.net
S8393,Matthew Gardner,Business Analytics,2nd,danny93@example.org
S8394,Alicia Hughes,Engineering,2nd,moradavid@example.com
S8395,Amber Hill,Business Analytics,4th,danielle66@example.net
S8396,Zachary Gallegos,Data Science,2nd,jphillips@example.net
S8397,Travis Fletcher,Computer Science,2nd,briannapage@example.com
S8398,Jennifer Gray,Computer Science,4th,jacobholland@example.net
S8399,George Mcdonald,Data Science,2nd,ortizlori@example.org
S8400,Christine Reese,Data Science,1st,williamserik@example.org
S8401,Teresa Lee,Data Science,3rd,nicholasprince@example.com
S8402,Mr. Jon Houston,Data Science,3rd,johnsanchez@example.com
S8403,Andrea Johnson,Computer Science,1st,dscott@example.net
S8404,Tyler Carlson,Engineering,2nd,theresa31@example.com
S8405,Frank Davis,Business Analytics,1st,vincentbrewer@example.net
S8406,Steven Taylor,Data Science,1st,westlori@example.net
S8407,Amanda Moore,Computer Science,4th,ablake@example.net
S8408,Jordan Davis,Computer Science,3rd,benjaminblackwell@example.net
S8409,Lisa Johnson,Computer Science,4th,hoopermichael@example.net
S8410,Nicole Collier,Computer Science,2nd,sfoster@example.net
S8411,Matthew Adkins,Business Analytics,1st,bryanwatson@example.org
S8412,Peter Gonzalez,Business Analytics,3rd,stacyhill@example.com
S8413,Cody Fowler,Engineering,1st,flemingemily@example.org
S8414,Gene Galvan,Engineering,1st,tylerwheeler@example.org
S8415,Michael Aguirre,Data Science,3rd,david62@example.net
S8416,Robert Stokes,Computer Science,2nd,sanchezsandra@example.org
S8417,Jason Hart,Business Analytics,2nd,steven32@example.com
S8418,Dr. Diane Douglas MD,Engineering,1st,lauriewalker@example.com
S8419,Claudia Hall,Computer Science,4th,andrewbenitez@example.com
S8420,David Finley,Computer Science,2nd,melissa49@example.com
S8421,James Winters,Computer Science,2nd,eharris@example.net
S8422,Andrew Miller,Business Analytics,3rd,grace80@example.com
S8423,Ronald Kelly,Business Analytics,1st,englishmartin@example.com
S8424,Patricia Thornton,Data Science,1st,zanderson@example.com
S8425,Noah Davenport,Computer Science,4th,aguilarspencer@example.net
S8426,Caitlin Kelly,Business Analytics,3rd,wendy28@example.com
S8427,Crystal Carter,Engineering,3rd,brad26@example.org
S8428,Jennifer Gross,Data Science,1st,rmccullough@example.org
S8429,Tammy Holmes,Computer Science,1st,anna64@example.org
S8430,Karen Gutierrez,Data Science,3rd,operez@example.org
S8431,Jennifer Ortega,Computer Science,2nd,jon58@example.net
S8432,Jason Smith,Engineering,4th,thowell@example.com
S8433,Brandon Meyer,Data Science,2nd,sara78@example.net
